text,intent,sentiment,user_type
"Good morning, installation time for ZENDBiz Connect 100 in India during peak hours.",Technical,Informational,Existing User
"Hi team, price of ZENDStorage 10TB in USA for my home connection.",Product Inquiry,Informational,New User
"Can you please confirm, cost of ZENDFiber Home 300 Mbps is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"I have a concern about, billing charges for ZENDFleet IoT seem incorrect in India for enterprise usage.",Billing,Frustrated,Existing User
"I have a concern about, price of ZENDSmart Parking in India under my current subscription.",Product Inquiry,Informational,New User
"Hope you’re doing well, cost of Postpaid Platinum is too high as part of my annual plan.",Product Inquiry,Frustrated,New User
"I need assistance regarding, refund not processed for ZENDOffice Net 1G for my home connection.",Refund,Frustrated,Existing User
"I wanted to check, cost of Postpaid Gold is too high for my home connection.",Product Inquiry,Frustrated,Existing User
"I would like to know, installation time for ZENDStorage 1TB in Singapore after installation.",Technical,Informational,Existing User
"I have a concern about, very unhappy with ZENDSmart Lighting service for international usage.",Complaint,Frustrated,Existing User
"I would like to know, refund not processed for ZENDCloud VM Enterprise during peak hours.",Refund,Frustrated,Existing User
"Hi team, my ZENDSmart Lighting connection keeps disconnecting in Thailand after my recent upgrade.",Technical,Frustrated,Existing User
"Kindly help me with, ZENDFiber Home 300 Mbps offers great value for money after installation.",Product Inquiry,Satisfied,Existing User
"Good morning, very unhappy with ZENDSmart Traffic service after my recent upgrade.",Complaint,Frustrated,New User
"Good morning, network performance has been excellent on ZENDFleet IoT as part of my annual plan.",Technical,Satisfied,Existing User
"Hi team, explain billing cycle for ZENDOffice Net 200 as part of my annual plan.",Billing,Informational,Existing User
"I need assistance regarding, price of Postpaid Silver in USA for international usage.",Product Inquiry,Informational,New User
"Kindly help me with, network performance has been excellent on Postpaid Silver for enterprise usage.",Technical,Satisfied,Existing User
"Hello support, price of ZENDFleet IoT in Singapore after my recent upgrade.",Product Inquiry,Informational,New User
"Hi team, how to raise complaint for ZENDCloud VM Pro during peak hours.",Complaint,Informational,Existing User
"Good morning, very unhappy with ZENDFiber Home 100 Mbps service during peak hours.",Complaint,Frustrated,Existing User
"Hope you’re doing well, explain billing cycle for ZENDOffice Net 1G for international usage.",Billing,Informational,New User
"Hello support, cost of ZENDFiber Home 300 Mbps is too high for international usage.",Product Inquiry,Frustrated,Existing User
"I would like to know, refund eligibility for Prepaid Plus 20GB for enterprise usage.",Refund,Informational,Existing User
"I would like to know, how to raise complaint for ZENDBiz Connect 500 for enterprise usage.",Complaint,Informational,New User
"Hi team, installation time for ZENDCloud VM Pro in Thailand since last week.",Technical,Informational,Existing User
"I would like to know, network performance has been excellent on ZENDOffice Net 500 for enterprise usage.",Technical,Satisfied,Existing User
"I would like to know, billing experience has been smooth so far during peak hours.",Billing,Satisfied,New User
"Hi team, billing charges for ZENDCloud VM Pro seem incorrect in Thailand after my recent upgrade.",Billing,Frustrated,Existing User
"Can you please confirm, installation time for ZENDOffice Net 500 in USA since last week.",Technical,Informational,New User
"I need assistance regarding, billing experience has been smooth so far after installation.",Billing,Satisfied,Existing User
"Kindly help me with, how to raise complaint for ZENDStorage 10TB under my current subscription.",Complaint,Informational,Existing User
"I need assistance regarding, billing experience has been smooth so far for enterprise usage.",Billing,Satisfied,Existing User
"I need assistance regarding, installation time for ZENDCloud VM Enterprise in USA for enterprise usage.",Technical,Informational,New User
"Kindly help me with, ZENDIndustrial Sensor offers great value for money for international usage.",Product Inquiry,Satisfied,Existing User
"I wanted to check, network performance has been excellent on Postpaid Gold as part of my annual plan.",Technical,Satisfied,Existing User
"Good morning, my ZENDFiber Home 1 Gbps connection keeps disconnecting in Thailand since last week.",Technical,Frustrated,Existing User
"Can you please confirm, internet speed is extremely slow on ZENDCloud VM Pro in Thailand after installation.",Technical,Frustrated,Existing User
"Good morning, installation time for ZENDEnterprise Dedicated in Thailand as part of my annual plan.",Technical,Informational,New User
"Good morning, cost of ZENDBiz Connect 500 is too high after my recent upgrade.",Product Inquiry,Frustrated,Existing User
"Kindly help me with, refund was credited quickly after my recent upgrade.",Refund,Satisfied,New User
"Hope you’re doing well, installation time for ZENDSmart Traffic in Thailand during peak hours.",Technical,Informational,Existing User
"I have a concern about, refund not processed for ZENDStorage 10TB as part of my annual plan.",Refund,Frustrated,Existing User
"Hi team, installation time for ZENDFiber Home 100 Mbps in USA since last week.",Technical,Informational,New User
"Good morning, how to raise complaint for ZENDBiz Connect 500 for international usage.",Complaint,Informational,Existing User
"Kindly help me with, support resolved my issue professionally for international usage.",Complaint,Satisfied,Existing User
"Hi team, network performance has been excellent on ZENDFiber Home 100 Mbps for international usage.",Technical,Satisfied,Existing User
"Hope you’re doing well, ZENDStorage 1TB offers great value for money for my home connection.",Product Inquiry,Satisfied,Existing User
"I have a concern about, my Prepaid Plus 20GB connection keeps disconnecting in USA under my current subscription.",Technical,Frustrated,Existing User
"Hi team, network performance has been excellent on Postpaid Silver during peak hours.",Technical,Satisfied,Existing User
"Can you please confirm, internet speed is extremely slow on ZENDOffice Net 200 in USA after installation.",Technical,Frustrated,Existing User
"I wanted to check, network performance has been excellent on ZENDCloud VM Basic during peak hours.",Technical,Satisfied,Existing User
"I wanted to check, refund was credited quickly for my office network.",Refund,Satisfied,Existing User
"Kindly help me with, network performance has been excellent on Postpaid Silver for my office network.",Technical,Satisfied,Existing User
"Hope you’re doing well, cost of Prepaid Unlimited is too high under my current subscription.",Product Inquiry,Frustrated,New User
"Can you please confirm, cost of Prepaid Plus 20GB is too high after my recent upgrade.",Product Inquiry,Frustrated,Existing User
"Can you please confirm, price of ZENDBiz Connect 100 in Thailand after my recent upgrade.",Product Inquiry,Informational,New User
"I wanted to check, internet speed is extremely slow on ZENDBiz Connect 1G in USA for my home connection.",Technical,Frustrated,New User
"I need assistance regarding, explain billing cycle for ZENDOffice Net 200 for international usage.",Billing,Informational,Existing User
"Hello support, refund was credited quickly for my office network.",Refund,Satisfied,Existing User
"I need assistance regarding, billing experience has been smooth so far for international usage.",Billing,Satisfied,Existing User
"I have a concern about, how to raise complaint for ZENDCloud VM Enterprise after my recent upgrade.",Complaint,Informational,Existing User
"Can you please confirm, refund eligibility for ZENDCloud VM Basic after my recent upgrade.",Refund,Informational,New User
"Can you please confirm, very unhappy with ZENDFleet IoT service after installation.",Complaint,Frustrated,Existing User
"Good morning, cost of ZENDOffice Net 1G is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"Hi team, cost of Prepaid Plus 20GB is too high for my office network.",Product Inquiry,Frustrated,Existing User
"I need assistance regarding, very unhappy with ZENDStorage 10TB service for my home connection.",Complaint,Frustrated,Existing User
"Good morning, my Prepaid Unlimited connection keeps disconnecting in USA for enterprise usage.",Technical,Frustrated,Existing User
"I have a concern about, price of ZENDFiber Home 100 Mbps in India for my home connection.",Product Inquiry,Informational,New User
"Kindly help me with, my ZENDBiz Connect 1G connection keeps disconnecting in Singapore for international usage.",Technical,Frustrated,Existing User
"Good morning, cost of ZENDEnterprise Ultra is too high for my home connection.",Product Inquiry,Frustrated,New User
"I wanted to check, refund eligibility for Postpaid Gold under my current subscription.",Refund,Informational,Existing User
"Good morning, price of Prepaid Basic 5GB in Thailand for my office network.",Product Inquiry,Informational,Existing User
"Hope you’re doing well, explain billing cycle for ZENDOffice Net 500 during peak hours.",Billing,Informational,New User
"Hope you’re doing well, internet speed is extremely slow on ZENDStorage 10TB in Singapore under my current subscription.",Technical,Frustrated,Existing User
"Hi team, installation time for Prepaid Basic 5GB in Thailand for my office network.",Technical,Informational,Existing User
"Hope you’re doing well, features included in ZENDFiber Home 300 Mbps after installation.",Product Inquiry,Informational,New User
"Kindly help me with, billing charges for ZENDEnterprise Dedicated seem incorrect in Singapore after my recent upgrade.",Billing,Frustrated,Existing User
"Can you please confirm, my ZENDIndustrial Sensor connection keeps disconnecting in India for my office network.",Technical,Frustrated,New User
"Good morning, cost of ZENDFiber Home 300 Mbps is too high after installation.",Product Inquiry,Frustrated,New User
"I would like to know, internet speed is extremely slow on ZENDSmart Traffic in Thailand as part of my annual plan.",Technical,Frustrated,Existing User
"I wanted to check, billing charges for Prepaid Unlimited seem incorrect in India after my recent upgrade.",Billing,Frustrated,Existing User
"I have a concern about, Postpaid Gold offers great value for money for international usage.",Product Inquiry,Satisfied,New User
"I have a concern about, refund eligibility for Postpaid Platinum for international usage.",Refund,Informational,Existing User
"I wanted to check, explain billing cycle for Postpaid Silver for my office network.",Billing,Informational,New User
"Hope you’re doing well, very unhappy with ZENDCloud VM Basic service as part of my annual plan.",Complaint,Frustrated,Existing User
"Good morning, how to raise complaint for Postpaid Silver for my office network.",Complaint,Informational,Existing User
"Hi team, cost of Postpaid Platinum is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"Hope you’re doing well, refund not processed for ZENDIndustrial Sensor for my office network.",Refund,Frustrated,Existing User
"Hi team, features included in ZENDOffice Net 200 since last week.",Product Inquiry,Informational,New User
"I need assistance regarding, price of ZENDStorage 10TB in India for international usage.",Product Inquiry,Informational,New User
"I have a concern about, cost of ZENDFleet IoT is too high under my current subscription.",Product Inquiry,Frustrated,New User
"I have a concern about, billing charges for ZENDStorage 1TB seem incorrect in India under my current subscription.",Billing,Frustrated,Existing User
"Kindly help me with, my Prepaid Basic 5GB connection keeps disconnecting in Singapore during peak hours.",Technical,Frustrated,New User
"Hi team, how to raise complaint for ZENDSmart Parking under my current subscription.",Complaint,Informational,Existing User
"Can you please confirm, internet speed is extremely slow on Postpaid Gold in Thailand after my recent upgrade.",Technical,Frustrated,New User
"I need assistance regarding, refund not processed for Postpaid Silver for my home connection.",Refund,Frustrated,Existing User
"Can you please confirm, internet speed is extremely slow on ZENDFleet IoT in Thailand for my office network.",Technical,Frustrated,Existing User
"I need assistance regarding, refund not processed for Prepaid Plus 20GB under my current subscription.",Refund,Frustrated,Existing User
"Hi team, billing charges for ZENDBiz Connect 100 seem incorrect in Singapore after installation.",Billing,Frustrated,Existing User
"Hope you’re doing well, installation time for Prepaid Plus 20GB in Singapore after my recent upgrade.",Technical,Informational,Existing User
"I have a concern about, price of ZENDSmart Lighting in Singapore after my recent upgrade.",Product Inquiry,Informational,New User
"I would like to know, very unhappy with ZENDSmart Parking service for my office network.",Complaint,Frustrated,Existing User
"Hello support, refund eligibility for Prepaid Basic 5GB during peak hours.",Refund,Informational,Existing User
"Hello support, ZENDFiber Home 100 Mbps offers great value for money during peak hours.",Product Inquiry,Satisfied,Existing User
"Hi team, price of ZENDSmart Parking in USA after installation.",Product Inquiry,Informational,New User
"I need assistance regarding, ZENDStorage 1TB offers great value for money for international usage.",Product Inquiry,Satisfied,Existing User
"Hope you’re doing well, my ZENDBiz Connect 500 connection keeps disconnecting in USA under my current subscription.",Technical,Frustrated,New User
"Hope you’re doing well, installation time for ZENDEnterprise Dedicated in Singapore after my recent upgrade.",Technical,Informational,Existing User
"I have a concern about, refund eligibility for Postpaid Platinum after installation.",Refund,Informational,Existing User
"I have a concern about, Postpaid Silver offers great value for money during peak hours.",Product Inquiry,Satisfied,Existing User
"I have a concern about, network performance has been excellent on ZENDBiz Connect 100 after installation.",Technical,Satisfied,Existing User
"Good morning, features included in Postpaid Gold after my recent upgrade.",Product Inquiry,Informational,New User
"I would like to know, very unhappy with Prepaid Basic 5GB service as part of my annual plan.",Complaint,Frustrated,Existing User
"Hello support, internet speed is extremely slow on ZENDFiber Home 300 Mbps in USA for enterprise usage.",Technical,Frustrated,Existing User
"I have a concern about, internet speed is extremely slow on Postpaid Silver in Thailand for international usage.",Technical,Frustrated,Existing User
"I have a concern about, my Postpaid Platinum connection keeps disconnecting in USA since last week.",Technical,Frustrated,Existing User
"I need assistance regarding, ZENDSmart Traffic offers great value for money as part of my annual plan.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, features included in ZENDFiber Home 300 Mbps since last week.",Product Inquiry,Informational,New User
"Can you please confirm, installation time for ZENDCloud VM Basic in Singapore for international usage.",Technical,Informational,Existing User
"Can you please confirm, cost of ZENDCloud VM Pro is too high since last week.",Product Inquiry,Frustrated,Existing User
"Can you please confirm, network performance has been excellent on ZENDCloud VM Enterprise as part of my annual plan.",Technical,Satisfied,New User
"I wanted to check, refund not processed for ZENDCloud VM Enterprise for my office network.",Refund,Frustrated,Existing User
"Hope you’re doing well, ZENDFiber Home 1 Gbps offers great value for money after installation.",Product Inquiry,Satisfied,New User
"Kindly help me with, refund eligibility for ZENDSmart Parking since last week.",Refund,Informational,Existing User
"I have a concern about, how to raise complaint for ZENDIndustrial Sensor after my recent upgrade.",Complaint,Informational,New User
"I would like to know, cost of ZENDIndustrial Sensor is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"I wanted to check, my ZENDOffice Net 500 connection keeps disconnecting in USA for my home connection.",Technical,Frustrated,Existing User
"Hope you’re doing well, refund eligibility for ZENDOffice Net 200 during peak hours.",Refund,Informational,Existing User
"I would like to know, price of ZENDSmart Traffic in USA for my home connection.",Product Inquiry,Informational,Existing User
"Hope you’re doing well, internet speed is extremely slow on Postpaid Silver in India as part of my annual plan.",Technical,Frustrated,New User
"Hi team, cost of Prepaid Basic 5GB is too high for my office network.",Product Inquiry,Frustrated,New User
"I need assistance regarding, network performance has been excellent on Postpaid Silver for my office network.",Technical,Satisfied,Existing User
"I wanted to check, how to raise complaint for Postpaid Platinum as part of my annual plan.",Complaint,Informational,Existing User
"I have a concern about, internet speed is extremely slow on ZENDOffice Net 500 in India for my home connection.",Technical,Frustrated,Existing User
"Hi team, internet speed is extremely slow on ZENDOffice Net 1G in USA for international usage.",Technical,Frustrated,Existing User
"Good morning, how to raise complaint for ZENDEnterprise Ultra for international usage.",Complaint,Informational,Existing User
"Good morning, refund eligibility for Prepaid Unlimited for international usage.",Refund,Informational,New User
"Hi team, price of ZENDOffice Net 1G in Singapore after installation.",Product Inquiry,Informational,New User
"Good morning, cost of Prepaid Basic 5GB is too high during peak hours.",Product Inquiry,Frustrated,New User
"Can you please confirm, how to raise complaint for Prepaid Basic 5GB for enterprise usage.",Complaint,Informational,New User
"Hello support, refund eligibility for ZENDSmart Parking for my office network.",Refund,Informational,Existing User
"Good morning, explain billing cycle for ZENDCloud VM Pro for enterprise usage.",Billing,Informational,Existing User
"Hi team, billing charges for ZENDBiz Connect 1G seem incorrect in USA since last week.",Billing,Frustrated,Existing User
"Hi team, explain billing cycle for ZENDCloud VM Basic for international usage.",Billing,Informational,New User
"I would like to know, explain billing cycle for ZENDFleet IoT after my recent upgrade.",Billing,Informational,New User
"I would like to know, billing charges for ZENDStorage 1TB seem incorrect in India since last week.",Billing,Frustrated,Existing User
"I have a concern about, features included in ZENDSmart Lighting for international usage.",Product Inquiry,Informational,Existing User
"I would like to know, features included in Prepaid Basic 5GB for my home connection.",Product Inquiry,Informational,Existing User
"Hi team, installation time for ZENDFiber Home 100 Mbps in USA for international usage.",Technical,Informational,Existing User
"Good morning, very unhappy with ZENDSmart Traffic service since last week.",Complaint,Frustrated,Existing User
"Hello support, very unhappy with ZENDSmart Parking service for international usage.",Complaint,Frustrated,Existing User
"Kindly help me with, cost of ZENDIndustrial Sensor is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"Hello support, price of ZENDSmart Parking in Singapore for enterprise usage.",Product Inquiry,Informational,Existing User
"Hope you’re doing well, cost of Postpaid Silver is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"Hi team, refund not processed for ZENDFiber Home 1 Gbps for enterprise usage.",Refund,Frustrated,Existing User
"Kindly help me with, refund eligibility for ZENDOffice Net 200 after my recent upgrade.",Refund,Informational,Existing User
"I need assistance regarding, billing charges for ZENDSmart Traffic seem incorrect in USA during peak hours.",Billing,Frustrated,Existing User
"I have a concern about, explain billing cycle for ZENDBiz Connect 100 for enterprise usage.",Billing,Informational,New User
"I have a concern about, network performance has been excellent on ZENDStorage 1TB for international usage.",Technical,Satisfied,Existing User
"Can you please confirm, internet speed is extremely slow on ZENDStorage 10TB in Thailand as part of my annual plan.",Technical,Frustrated,Existing User
"Kindly help me with, explain billing cycle for ZENDStorage 1TB for my home connection.",Billing,Informational,Existing User
"Hello support, refund eligibility for ZENDOffice Net 1G under my current subscription.",Refund,Informational,New User
"I would like to know, explain billing cycle for Postpaid Gold for enterprise usage.",Billing,Informational,Existing User
"Good morning, features included in Postpaid Platinum after installation.",Product Inquiry,Informational,New User
"Hi team, network performance has been excellent on ZENDFiber Home 100 Mbps since last week.",Technical,Satisfied,Existing User
"Hello support, price of ZENDIndustrial Sensor in USA under my current subscription.",Product Inquiry,Informational,Existing User
"I would like to know, my Prepaid Plus 20GB connection keeps disconnecting in India during peak hours.",Technical,Frustrated,Existing User
"I would like to know, how to raise complaint for ZENDBiz Connect 100 for my office network.",Complaint,Informational,Existing User
"I would like to know, price of Postpaid Gold in India as part of my annual plan.",Product Inquiry,Informational,New User
"I need assistance regarding, refund eligibility for ZENDEnterprise Ultra for international usage.",Refund,Informational,Existing User
"Kindly help me with, billing experience has been smooth so far after installation.",Billing,Satisfied,New User
"Hello support, billing charges for ZENDEnterprise Ultra seem incorrect in Singapore for international usage.",Billing,Frustrated,New User
"Hello support, network performance has been excellent on ZENDFiber Home 100 Mbps for international usage.",Technical,Satisfied,Existing User
"I have a concern about, installation time for ZENDFleet IoT in USA for my office network.",Technical,Informational,Existing User
"Good morning, network performance has been excellent on ZENDSmart Traffic after installation.",Technical,Satisfied,New User
"I wanted to check, explain billing cycle for ZENDFleet IoT for international usage.",Billing,Informational,New User
"Kindly help me with, refund not processed for ZENDArchive Storage after my recent upgrade.",Refund,Frustrated,Existing User
"Can you please confirm, network performance has been excellent on Prepaid Plus 20GB during peak hours.",Technical,Satisfied,Existing User
"I wanted to check, support resolved my issue professionally as part of my annual plan.",Complaint,Satisfied,New User
"Can you please confirm, cost of ZENDStorage 1TB is too high for my home connection.",Product Inquiry,Frustrated,New User
"I need assistance regarding, very unhappy with ZENDOffice Net 500 service for enterprise usage.",Complaint,Frustrated,Existing User
"I would like to know, cost of Postpaid Gold is too high for my home connection.",Product Inquiry,Frustrated,New User
"I need assistance regarding, my ZENDArchive Storage connection keeps disconnecting in Singapore during peak hours.",Technical,Frustrated,Existing User
"I need assistance regarding, explain billing cycle for ZENDCloud VM Basic after my recent upgrade.",Billing,Informational,Existing User
"Kindly help me with, installation time for ZENDSmart Lighting in India for my office network.",Technical,Informational,Existing User
"Hope you’re doing well, how to raise complaint for ZENDSmart Traffic for enterprise usage.",Complaint,Informational,Existing User
"I need assistance regarding, refund eligibility for Postpaid Silver for international usage.",Refund,Informational,Existing User
"Hope you’re doing well, installation time for ZENDSmart Lighting in India after my recent upgrade.",Technical,Informational,New User
"I need assistance regarding, my ZENDFleet IoT connection keeps disconnecting in India as part of my annual plan.",Technical,Frustrated,Existing User
"Hi team, my Prepaid Unlimited connection keeps disconnecting in USA for my office network.",Technical,Frustrated,Existing User
"Good morning, how to raise complaint for ZENDOffice Net 500 under my current subscription.",Complaint,Informational,Existing User
"I need assistance regarding, cost of Prepaid Unlimited is too high after installation.",Product Inquiry,Frustrated,New User
"Hi team, refund eligibility for ZENDOffice Net 500 during peak hours.",Refund,Informational,Existing User
"Can you please confirm, network performance has been excellent on Prepaid Basic 5GB since last week.",Technical,Satisfied,Existing User
"I have a concern about, installation time for ZENDCloud VM Enterprise in Thailand as part of my annual plan.",Technical,Informational,Existing User
"I need assistance regarding, price of ZENDCloud VM Pro in India after installation.",Product Inquiry,Informational,New User
"Kindly help me with, network performance has been excellent on ZENDSmart Traffic during peak hours.",Technical,Satisfied,Existing User
"Good morning, internet speed is extremely slow on Postpaid Silver in India for my office network.",Technical,Frustrated,Existing User
"I would like to know, features included in ZENDEnterprise Ultra since last week.",Product Inquiry,Informational,New User
"I need assistance regarding, refund not processed for ZENDSmart Parking after my recent upgrade.",Refund,Frustrated,Existing User
"Can you please confirm, features included in ZENDFiber Home 300 Mbps as part of my annual plan.",Product Inquiry,Informational,New User
"Hope you’re doing well, very unhappy with ZENDSmart Traffic service under my current subscription.",Complaint,Frustrated,Existing User
"I wanted to check, price of ZENDSmart Parking in Thailand after my recent upgrade.",Product Inquiry,Informational,New User
"Hi team, support resolved my issue professionally for enterprise usage.",Complaint,Satisfied,Existing User
"Hope you’re doing well, price of ZENDFleet IoT in India as part of my annual plan.",Product Inquiry,Informational,Existing User
"I have a concern about, billing experience has been smooth so far after my recent upgrade.",Billing,Satisfied,Existing User
"Hi team, installation time for ZENDOffice Net 500 in Thailand since last week.",Technical,Informational,Existing User
"Can you please confirm, features included in Postpaid Silver as part of my annual plan.",Product Inquiry,Informational,New User
"Hello support, explain billing cycle for ZENDOffice Net 1G for my home connection.",Billing,Informational,Existing User
"I would like to know, network performance has been excellent on ZENDIndustrial Sensor for my office network.",Technical,Satisfied,New User
"I wanted to check, my ZENDBiz Connect 500 connection keeps disconnecting in India under my current subscription.",Technical,Frustrated,Existing User
"I have a concern about, internet speed is extremely slow on Prepaid Unlimited in Thailand during peak hours.",Technical,Frustrated,Existing User
"I need assistance regarding, billing charges for ZENDBiz Connect 500 seem incorrect in Thailand since last week.",Billing,Frustrated,Existing User
"I have a concern about, my Prepaid Plus 20GB connection keeps disconnecting in Singapore since last week.",Technical,Frustrated,Existing User
"I wanted to check, billing charges for ZENDBiz Connect 500 seem incorrect in India for enterprise usage.",Billing,Frustrated,Existing User
"Hi team, cost of ZENDStorage 1TB is too high as part of my annual plan.",Product Inquiry,Frustrated,New User
"I need assistance regarding, my ZENDSmart Lighting connection keeps disconnecting in Thailand for my office network.",Technical,Frustrated,Existing User
"I wanted to check, very unhappy with ZENDOffice Net 200 service for my home connection.",Complaint,Frustrated,Existing User
"Hope you’re doing well, network performance has been excellent on ZENDCloud VM Enterprise for international usage.",Technical,Satisfied,Existing User
"Can you please confirm, network performance has been excellent on ZENDFleet IoT for international usage.",Technical,Satisfied,Existing User
"I would like to know, cost of Prepaid Plus 20GB is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"I wanted to check, billing experience has been smooth so far after my recent upgrade.",Billing,Satisfied,Existing User
"I need assistance regarding, ZENDBiz Connect 100 offers great value for money under my current subscription.",Product Inquiry,Satisfied,New User
"I wanted to check, cost of Postpaid Gold is too high during peak hours.",Product Inquiry,Frustrated,New User
"I would like to know, network performance has been excellent on ZENDOffice Net 1G after installation.",Technical,Satisfied,Existing User
"I wanted to check, network performance has been excellent on ZENDOffice Net 500 as part of my annual plan.",Technical,Satisfied,Existing User
"Good morning, very unhappy with Prepaid Basic 5GB service after my recent upgrade.",Complaint,Frustrated,New User
"I have a concern about, how to raise complaint for ZENDBiz Connect 1G for my office network.",Complaint,Informational,Existing User
"I have a concern about, features included in Postpaid Silver after my recent upgrade.",Product Inquiry,Informational,New User
"I would like to know, cost of ZENDStorage 1TB is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"Can you please confirm, Postpaid Gold offers great value for money during peak hours.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, network performance has been excellent on ZENDOffice Net 500 after my recent upgrade.",Technical,Satisfied,New User
"I have a concern about, explain billing cycle for ZENDSmart Parking under my current subscription.",Billing,Informational,New User
"Hi team, refund eligibility for ZENDBiz Connect 1G for enterprise usage.",Refund,Informational,Existing User
"Good morning, price of ZENDBiz Connect 100 in USA after my recent upgrade.",Product Inquiry,Informational,New User
"I wanted to check, billing charges for ZENDSmart Traffic seem incorrect in USA during peak hours.",Billing,Frustrated,Existing User
"Hi team, installation time for Postpaid Silver in India for my office network.",Technical,Informational,Existing User
"I would like to know, installation time for ZENDCloud VM Enterprise in India since last week.",Technical,Informational,Existing User
"Hope you’re doing well, how to raise complaint for ZENDBiz Connect 100 for my office network.",Complaint,Informational,Existing User
"I have a concern about, network performance has been excellent on ZENDEnterprise Dedicated after my recent upgrade.",Technical,Satisfied,Existing User
"I have a concern about, very unhappy with ZENDCloud VM Enterprise service for my home connection.",Complaint,Frustrated,Existing User
"Good morning, features included in ZENDArchive Storage for my home connection.",Product Inquiry,Informational,Existing User
"Hope you’re doing well, explain billing cycle for ZENDFiber Home 1 Gbps after my recent upgrade.",Billing,Informational,Existing User
"I would like to know, internet speed is extremely slow on ZENDArchive Storage in India as part of my annual plan.",Technical,Frustrated,Existing User
"Hello support, how to raise complaint for Prepaid Plus 20GB since last week.",Complaint,Informational,Existing User
"Hope you’re doing well, how to raise complaint for Postpaid Platinum since last week.",Complaint,Informational,New User
"I need assistance regarding, billing charges for Postpaid Silver seem incorrect in India as part of my annual plan.",Billing,Frustrated,New User
"I need assistance regarding, ZENDStorage 1TB offers great value for money after my recent upgrade.",Product Inquiry,Satisfied,New User
"Hello support, price of ZENDEnterprise Ultra in Thailand since last week.",Product Inquiry,Informational,New User
"Hi team, explain billing cycle for Prepaid Unlimited under my current subscription.",Billing,Informational,Existing User
"I would like to know, billing charges for ZENDFiber Home 1 Gbps seem incorrect in USA as part of my annual plan.",Billing,Frustrated,Existing User
"Hi team, network performance has been excellent on ZENDFiber Home 300 Mbps for my home connection.",Technical,Satisfied,New User
"Hi team, internet speed is extremely slow on Prepaid Basic 5GB in Thailand during peak hours.",Technical,Frustrated,Existing User
"Hi team, refund eligibility for Prepaid Basic 5GB since last week.",Refund,Informational,Existing User
"Hi team, refund was credited quickly after my recent upgrade.",Refund,Satisfied,New User
"Hello support, very unhappy with Prepaid Basic 5GB service after my recent upgrade.",Complaint,Frustrated,Existing User
"Hi team, internet speed is extremely slow on ZENDFiber Home 300 Mbps in Thailand for my office network.",Technical,Frustrated,New User
"Hope you’re doing well, internet speed is extremely slow on ZENDIndustrial Sensor in USA since last week.",Technical,Frustrated,Existing User
"I would like to know, ZENDEnterprise Ultra offers great value for money after installation.",Product Inquiry,Satisfied,New User
"I have a concern about, cost of ZENDFiber Home 1 Gbps is too high as part of my annual plan.",Product Inquiry,Frustrated,New User
"Kindly help me with, billing charges for ZENDSmart Lighting seem incorrect in USA after my recent upgrade.",Billing,Frustrated,Existing User
"Kindly help me with, refund not processed for ZENDOffice Net 200 after installation.",Refund,Frustrated,Existing User
"Kindly help me with, very unhappy with ZENDArchive Storage service since last week.",Complaint,Frustrated,Existing User
"I have a concern about, very unhappy with ZENDCloud VM Basic service during peak hours.",Complaint,Frustrated,New User
"Good morning, price of Prepaid Plus 20GB in USA after my recent upgrade.",Product Inquiry,Informational,New User
"I have a concern about, ZENDOffice Net 1G offers great value for money after installation.",Product Inquiry,Satisfied,New User
"Kindly help me with, billing charges for ZENDCloud VM Enterprise seem incorrect in India for international usage.",Billing,Frustrated,Existing User
"Hello support, ZENDSmart Lighting offers great value for money after installation.",Product Inquiry,Satisfied,New User
"Can you please confirm, network performance has been excellent on ZENDSmart Parking for my office network.",Technical,Satisfied,New User
"Can you please confirm, explain billing cycle for ZENDIndustrial Sensor for enterprise usage.",Billing,Informational,Existing User
"Hello support, ZENDBiz Connect 500 offers great value for money after my recent upgrade.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, ZENDEnterprise Dedicated offers great value for money since last week.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, network performance has been excellent on ZENDOffice Net 500 for enterprise usage.",Technical,Satisfied,Existing User
"I would like to know, my ZENDCloud VM Enterprise connection keeps disconnecting in USA for enterprise usage.",Technical,Frustrated,New User
"I need assistance regarding, billing charges for ZENDEnterprise Ultra seem incorrect in USA for enterprise usage.",Billing,Frustrated,Existing User
"Kindly help me with, refund eligibility for ZENDFiber Home 100 Mbps for my home connection.",Refund,Informational,New User
"Hi team, refund not processed for Prepaid Basic 5GB for my office network.",Refund,Frustrated,New User
"I wanted to check, refund eligibility for ZENDStorage 10TB for international usage.",Refund,Informational,Existing User
"Good morning, features included in ZENDBiz Connect 100 during peak hours.",Product Inquiry,Informational,Existing User
